Date,y_real,mu_pred,sigma_pred,VaR_95,ES_95,VaR_99,ES_99,violation_95,violation_99
2025-02-12,-0.0027275856423612,0.0005440916845526,0.0062858400058643,-0.013590273922856,-0.0221679925546217,-0.0255683255421882,-0.0496319738033154,0,0
2025-02-13,0.0103723117064468,0.0010082807559724,0.0065286915594792,-0.013664142760016,-0.021972552246554,-0.0260841636278228,-0.0344673658564955,0,0
2025-02-14,-7.193962419040504e-05,0.0014843160408114,0.0054552116069873,-0.010725417468147,-0.0188399967500569,-0.0209736088857562,-0.034400027059845,0,0
2025-02-18,0.0024420044134301,0.0003138297604676,0.0061283354027295,-0.013400673910166,-0.0225661519315286,-0.0249087620517071,-0.0343324785793081,0,0
2025-02-19,0.0023741449166038,0.0005614271907918,0.0055256666958022,-0.0118126704503344,-0.0191850566504498,-0.0222104152228076,-0.0323914504569261,0,0
2025-02-20,-0.0043436076955043,0.0006400838892165,0.0055327556048185,-0.0117467733746729,-0.0180854018054078,-0.0221498281062027,-0.0352511915481873,0,0
2025-02-21,-0.0172113906215363,0.0011588262666857,0.0065074118479775,-0.0134057361765161,-0.021719957762834,-0.0256301273975863,-0.0328510604982816,1,0
2025-02-24,-0.0049814964245807,-0.0002108613641973,0.0065907380556126,-0.0149798757509479,-0.0234251531576272,-0.0274070914743234,-0.0492228961056142,0,0
2025-02-25,-0.0046907151383955,0.0008785684475614,0.0066422319673144,-0.0140072788262135,-0.0244977026870996,-0.0265353097235074,-0.0371003373434552,0,0
2025-02-26,0.0001360219815365,0.0009236916507829,0.0066737393567132,-0.0140479843400836,-0.0221644076352308,-0.0266747525773512,-0.0387639508849445,0,0
2025-02-27,-0.0159917537622633,0.0004449988180996,0.0059902118193195,-0.0129923696207703,-0.0199597353144837,-0.0243235679717774,-0.0335029969242345,1,0
2025-02-28,0.0157297845524488,-0.0008339833575926,0.0065030598883681,-0.015426311657531,-0.0249774371758556,-0.0277393318597817,-0.0361275699403655,0,0
2025-03-03,-0.0177534051858234,0.0010156172803693,0.0056458931744615,-0.0116860929659975,-0.0215899112872527,-0.0224611230360712,-0.030087401852979,1,0
2025-03-04,-0.0123102860996137,-0.0007458264977582,0.0065777501695707,-0.0154804521259081,-0.023272305865995,-0.0278695443409967,-0.0414719853829341,0,0
2025-03-05,0.0110974758760987,0.0002921203343281,0.0066684004092751,-0.0147914571775412,-0.024737214690044,-0.0277304835088301,-0.0376191248698568,0,0
