market_date,sent_mean,sent_median,sent_std,news_count,frac_neg,frac_pos,frac_neu,sent_se
2019-04-04,0.06809819,0.06809819,0.0,1,0.0,0.0,1.0,0.0
2019-04-08,0.12245203,0.12245203,0.25230986,2,0.0,0.0,1.0,0.17841001211697954
2019-04-09,-0.0015497282,-0.0015497282,0.0,1,0.0,0.0,1.0,0.0
2019-04-10,-0.057656884,-0.057656884,0.05614806,2,0.0,0.0,1.0,0.03970267374040633
2019-04-11,-0.01046394,-0.01046394,0.0,1,0.0,0.0,1.0,0.0
2019-04-15,0.0039063767,0.0039063767,0.107942596,2,0.0,0.0,1.0,0.07632694166557695
2019-04-16,-0.5224421,-0.5224421,0.570039,2,0.5,0.0,0.5,0.40307842425763635
2019-04-18,-0.9347722,-0.9347722,0.0,1,1.0,0.0,0.0,0.0
2019-04-22,-0.86787206,-0.86787206,0.0,1,1.0,0.0,0.0,0.0
2019-04-23,0.15873347,0.15873347,0.0,1,0.0,0.0,1.0,0.0
2019-04-24,-0.42126888,-0.42126888,0.58285207,2,0.5,0.0,0.5,0.4121386479883262
2019-04-25,-0.7270696,-0.7270696,0.23028722,2,1.0,0.0,0.0,0.1628376577494472
2019-04-29,-0.7925621,-0.7925621,0.0,1,1.0,0.0,0.0,0.0
2019-05-01,-0.8827712,-0.8895056,0.047685012,3,1.0,0.0,0.0,0.027530954642299148
2019-05-02,-0.005895231,-0.005895231,0.011808588,2,0.0,0.0,1.0,0.00834993277090339
2019-05-03,-0.17481318,-0.17481318,0.0,1,0.0,0.0,1.0,0.0
2019-05-07,-0.41653353,-0.41653353,0.6693285,2,0.5,0.0,0.5,0.47328672880078065
2019-05-08,-0.0028354023,-0.0028354023,0.0,1,0.0,0.0,1.0,0.0
2019-05-09,0.1843956,0.1843956,0.0,1,0.0,0.0,1.0,0.0
2019-05-10,-0.79402626,-0.79402626,0.0,1,1.0,0.0,0.0,0.0
2019-05-13,-0.4704472,-0.4704472,0.5930904,2,0.5,0.0,0.5,0.41937825430389103
2019-05-14,-0.72705585,-0.72705585,0.19994508,2,1.0,0.0,0.0,0.14138252002374913
2019-05-15,-0.8547782,-0.8547782,0.0,1,1.0,0.0,0.0,0.0
2019-05-16,-0.33821028,-0.41589305,0.5487126,4,0.5,0.0,0.5,0.27435630559921265
2019-05-20,-0.86773455,-0.86773455,0.0,1,1.0,0.0,0.0,0.0
2019-05-21,-0.8897342,-0.8897342,0.0,1,1.0,0.0,0.0,0.0
2019-05-22,-0.4476767,-0.4476767,0.6036311,2,0.5,0.0,0.5,0.42683162943510305
2019-05-23,-0.72809505,-0.72809505,0.0,1,1.0,0.0,0.0,0.0
2019-05-24,-0.725619,-0.725619,0.0,1,1.0,0.0,0.0,0.0
2019-05-26,-0.8023185,-0.8023185,0.0,1,1.0,0.0,0.0,0.0
2019-05-27,-0.04805513,0.081128865,0.40587208,6,0.16666666666666666,0.0,0.8333333333333334,0.16569658148012434
2019-05-28,0.14617145,0.14617145,0.0,1,0.0,0.0,1.0,0.0
2019-05-29,-0.83636975,-0.83636975,0.0,1,1.0,0.0,0.0,0.0
2019-05-30,-0.7858761,-0.7858761,0.0,1,1.0,0.0,0.0,0.0
2019-05-31,-0.7864562,-0.7864562,0.0454056,2,1.0,0.0,0.0,0.03210660781938263
2019-06-03,-0.8361898,-0.8361898,0.04525653,2,1.0,0.0,0.0,0.03200119855125688
2019-06-05,0.1656611,0.1656611,0.090414144,2,0.0,0.0,1.0,0.06393245440740994
2019-06-06,-0.37208292,-0.37208292,0.5119843,2,0.5,0.0,0.5,0.3620275623954196
2019-06-07,-0.7546787,-0.7546787,0.0,1,1.0,0.0,0.0,0.0
2019-06-10,-0.4135845,-0.4135845,0.64741796,2,0.5,0.0,0.5,0.45779363158187303
2019-06-11,0.016843997,0.016843997,0.0,1,0.0,0.0,1.0,0.0
2019-06-13,-0.9290524,-0.9290524,0.0,1,1.0,0.0,0.0,0.0
2019-06-14,-0.7548527,-0.7548527,0.0,1,1.0,0.0,0.0,0.0
